city,tone,comment
Москва,positive ,"Всё хорошо, но народу было многовато. Возможно, если бы часть со скалолазанием была открыта, народ бы рассредоточились;  ;  Родители с детьми не знали про нижнюю возрастную планку в 6 лет. В итоге всех пустили, но заблаговременное уведомление не помешало бы;  ;  Спасибо за организацию, нам было весело и интересно"
Москва,positive,"Было просто великолепно. Все с отличным настроением, зарядили своим позитивом! Мне понравилось!"
Москва,positive ,
Москва,positive,
Москва,positive,"Классный экскурсовод, очень понравился"
Москва,positive,
Москва,neutral,"Понравилось, что можно было зайти внутрь ;МИР;. Ребёнку понравилось, что в конце дали наклейки. ;  После экскурсии самостоятельно посмотрели фильм о подготовке космонавтов, странно, что он не входит в экскурсию.;  В целом не зацепило, взрослым ничего нового , детям сложно."
Москва,positive,"Очень понравилось, это было интересно, познавательно, современно! Хочу выразить слова благодарности команде лето вместе, организаторам экскурсии, а также команде Яндекса!"
Москва,positive ,"В целом все понравилось, но наша группа полностью пропустила первый этаж про Гудини. Экскурсоводы между собой порешали, кто, где начнёт, чтоб не мешать друг другу и в итоге первый этаж мы весь прошли мимо, не вернувшись к нему в конце, это странно. Но фокусов было много, ребёнку понравилось."
Москва,positive,
Ереван,positive,"Была душновато в студии, а так все отлично"
Москва,positive,
Москва,positive,"Мастер харизматичный, рассказ интересный, все супер!"
Москва,positive,
Москва,positive,
Москва,positive,"Было бы круто написать, сколько времени будет сбор"
Москва,positive,Очень душевное и приятное мероприятие! Побольше бы таких
Алматы,positive,
Алматы,positive ,"Организация хорошая, но с точки зрения вина не самое вкусное"
Алматы,positive,"Все супер, спасибо!"
Москва,positive,Все было очень круто!!
Москва,positive,
Алматы,neutral,"Все хорошо, но винодельня и вино не очень)"
Санкт-Петербург,positive,
Алматы,neutral,"Идея хорошая, но выбор локации, с учётом наличия той же Арбы, очень странный. Вкусно покормили, но в целом впечатление от места весьма неутешительное. Егор — душка, тут вообще никаких вопросов."
Москва,positive,
Москва,positive,"Адская система с кодом подтверждения, застали меня врасплох"
Новосибирск,positive,
Алматы,positive,
Москва,negative,"Начало мероприятия было весёлое, но потом стало скучно и мы ушли.;  ;  Детей организовывали достаточно слабо. Просто играли латинскую музыку.;  ;  В активностях не всем хватало инвентаря. Ведущая забрала у моей дочки мягкую палку что выдали ранее и отдала ребёнку помладше. Дочка расстроилась. ;  ;  Делать одних маленьких гостей радостными за счёт других - ну такое. Не одобряю"
Ростов-на-Дону,positive,Все супер! Больше бы спортивных мероприятий! Особенно йогу)
Москва,positive,
Москва,positive,
Москва,positive,"Супер классная активность! Возможно, хотелось бы побольше про разные цветочки узнать)"
Москва,negative,Мероприятие на 100500 человек
Москва,negative,"Отвратительно! Худшее мероприятие этого лета! Просто жаль потраченые токены и время! ;  В этом году итак мероприятия на порядок хуже ( менее интересные) , чем были прошлым летом + записаться стало сложнее. Но то мероприятие полный провал. Музыка орёт. Никакой логики и последовательности. Детям не интересно. И главное заявлено при регистрации было совсем другое! ;  Не дождались конца, с трудом выдержали половину. Многие тоже ушли."
Санкт-Петербург,positive,
Санкт-Петербург,positive,
Санкт-Петербург,positive,
Москва,positive,С детьми лет до 10 прям отлично
Москва,positive,
Москва,positive,
Москва,positive,"Всё понравилось, хотелось ещё повырезать, можно такой мастер-класс для детей постарше сделать."
Москва,positive,
Москва,positive,
Москва,positive,"Понравился баланс между теоретической и практической часть, и что в результате у всех получились игрушки."
Москва,positive,Очень крутые инструкторы и клуб!
Москва,positive ,"Сама идея очень классная, хотелось бы побольше цветов для создания букета"
Москва,positive,
Москва,positive,
Москва,neutral,"Народу было много, места мало, толкали логтями друг друга, цветы были не очень свежими, уже какими-то подвявшими. На МК закладывали 2 часа, в итоге большинство уложилось в 35 минут"
Москва,positive,Очень круто и живописно;  Помимо сплава ещё покормили обедом
Москва,positive,
Москва,positive,"Спасибо! Все замечательно. Жалко, что байдарки 3 х местные. Парам приходилось садиться в разные"
Москва,positive,Отличное мероприятие! Отдельное спасибо за трансфер и очень вкусный обед!
Москва,positive,"заранее оговаривать кол-во мест в байдарках, чтобы быть готовыми к тому, что с +1 могут разделить по разным лодкам"
Москва,positive,"Очень крутое мероприятие, классная обстановка ;  Разгружает голову от проблем ;  ;  Единственный минус был в трехместных байдарках, мероприятие было с +1 и многие пришли парами, соответсвенно многих рассаживают в байдарки по отдельности"
Москва,neutral,"Хотелось бы большей организованности со стороны исполнителей (долго распределялись по байдаркам, некоторым не хватило жилетов и кому то весла). А так природа очень красивая, все понравилось"
Москва,neutral,"В целом, активность понравилась;  Но есть недовольство организацией: указано, что сплав по серебряному бору, по факту мы плавали по лохину острову, сотрудники вели себя грубо перед началом сплава, были сомнения, стоит ли им доверять жизнь.;  Оборудование было не готово, поэтому начало активности затянулось ;  Весел ребятам не хватило, спасательных жилетов тоже."
Санкт-Петербург,neutral,"Сравниваю с прошлым годом: тот же маршрут и нет напитков:));  Прошлый год прошёл веселее ;  ;  Ещё не верно указано время экскурсии:поплыли на 15 мин мощже, а приехали на 40 мин раньше - как так"
Москва,positive,Большое спасибо за организацию таких замечательных мероприятий самой разной направленности )))
Москва,positive,Спасибо за экскурсию!
Москва,positive,"Отличные ребята, организация;  Занятие супер, запишусь теперь самостоятельно"
Ереван,positive,
Москва,positive,Вода
Москва,positive ,Воды. Было очень жарко
Москва,positive,Отличный гид и организация
Москва,positive,"Все было супер, ребенок остался доволен)"
Москва,positive,
Санкт-Петербург,positive,
Москва,positive,"Жара в Москве;  Жара в зале;  Больше людей, чем места;  В студии платная вода🫠"
Дубай,positive,Awesome
Москва,positive ,Часть повторяется с других экскурсий - Кузнецкий мост и Керамика / фасады (не помню точного названия)
Санкт-Петербург,positive,
Санкт-Петербург,positive,
Москва,positive,Организаторы лучшие! Очень внимательная девушка ведет МК! И очень красивая локация!
Минск,positive,
Москва,positive,Все супер топ;  Только слишком мало((
Санкт-Петербург,positive,
Москва,positive,"Девушка из Яндекса снимала на телефон мероприятие, но не знала где мы сможем получить снимки. Я на wiki тоже не нашёл информацию"
Санкт-Петербург,positive,
Москва,positive,
Санкт-Петербург,positive,"Очень понравилось мероприятие сделали руками витраж, ребята кто проводил мастер класс очень душевные открытые заряженные на то чтобы все было легко и беззаботно! У всех все получилось, было круто!"
Санкт-Петербург,positive,"Все понравилось, спасибо)"
Москва,positive,"Очень классный мастер класс, понравилась ведущая, и моя любимая студия"
Москва,positive,
Москва,positive,"Не предупредили, что нужно взять сланцы и кепку.;  Не предупредили, что будет еда и вода. В остальном все супер)"
Москва,positive,Супер уютно и отличная организация!
Москва,positive ,
Москва,positive,"Парень от Яндекса - бомба, развлекал детей и излучал позитив. ;  Само мероприятие классное, хороший инструктор, держит внимание детей, спасибо"
Санкт-Петербург,positive,"Ребята, которые вели МК, супер молодцы! Людей было много, а их всего двое, но они постоянно уделяли внимание и помогали, но ненавязчиво. Я в восторге)"
Москва,positive ,"Хорошо, но очень быстро"
Москва,positive,Всё отлично. Прекрасные люди и душевная атмосфера кафе
Воронеж,positive,"было супер интересно и необычно, спасибо 🙏"
Москва,positive,"Спасибо спасибо спасибо за такую прекрасную возможность)) Это было драйвово, позитивно, познавательно и в конце мы разучили композицию)"
Москва,positive,
Новосибирск,positive,"Спасибо! Все очень понравилось, организация и само мероприятие прошли отлично!"
Москва,positive,Все супер
Москва,positive ,
Москва,positive,"Было много людей, тренеров на всех не хватало, но не смотря на это вас пролетел очень быстро, показали базовые упражнения"
Санкт-Петербург,positive,"Получился чудесный букет в шляпной коробочке, спасибо!"
Москва,positive,Все было очень круто!
Москва,positive,"Все супер, очень интересно"
Белград,positive,
Москва,positive,
Москва,positive,Это было супер!!! Самый лучший мастер-класс! Ведущая огонь!
Москва,positive,"Самый лучший мастер класс на моей памяти;  Учителю огромное спасибо;  Очень харизматична, весела и умеет все рассказывать"
Москва,positive,
Москва,positive ,
Москва,positive,Очень positive и приятная Хельга помогала познать игру на африканских барабанах. Спасибо за такой приятный выходной день вместе. :3
Москва,positive,
Москва,positive ,
Санкт-Петербург,positive,"Было очень красиво! Очень приятное пространство. За цветы не пришлось драться, всем выдали основной набор цветов, дополнительными делились друг с другом. Единственный минус - очень тесно на рабочем месте. Стояли вплотную друг к другу, локоть в локоть. Не очень комфортно."
Санкт-Петербург,positive,Все было супер. Хорошая организация мероприятия и отличные ведущие
Ростов-на-Дону,positive ,"Интересное мероприятие, но формат данного заведения больше для детей-подростков :)"
Москва,positive,
Сочи,positive,
Москва,positive,
Москва,positive,
Белград,positive ,
Москва,positive,
Москва,positive,"Спасибо, это было интересно"
Белград,positive,
Москва,positive,Очень крутая экскурсия. С удовольствием схожу на другие экскурсии с реконструкцией через VR очки.
Санкт-Петербург,neutral,"Долго запускали-пришлось ждать всех людей и отплыли вместо 13:00 в 13:20.;  На борту можно было сделать какое-то Активити для сотрудников, либо просто выбрать кораблик с наличием бара и кухни, плавать 2,5 часа без еды такое себе.;  И в мероприятии указано было с 13:00-16:00, по итогу в 15:00 уже приплыли обратно. Любопытно, почему так"
Белград,positive ,Хотелось бы подольше ;  Экскурсовод душка!
Москва,positive,Было достаточно интересно для пешеходной экскурсии
Москва,positive,Лучшее мероприятие за все время лета вместе на котором была. Просто восторг
Москва,positive,
Москва,positive,Всё супер. Единственный минус-очень душно
Минск,positive,
Москва,positive,"Очень запоминающееся мероприятие. От посещения остались самые положительные эмоции и впечатления. Труппа профессионалы своего дела, видно, что для них ценна публика. Спасибо всем причастным к организации."
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive ,
Москва,positive,
Москва,positive,"Спасибо большое организаторам и гиду! Очень интересный рассказ и подача информации, 2 часа полетели незаметно. Спасибо Яндекс!))"
Москва,positive,"Очень классный экскурсовод, но в гуме душно из-за жары;  Было очень интересно!"
Москва,positive,"Очень классное и душевное место, хотя сначала я немного боялась туда идти, но это было зря. И блюда у нас получились вкусные. Спасибо"
Москва,positive,Огонь
Москва,positive,"Очень понравилось! ;  Если ещë что-то на пострелять будет — запишусь. ;  На биатлон уже записался. =) ;  Было бы круто узнать есть ли стрельба из лука на природе, на более дальнюю дистанцию."
Казань,positive,
Москва,positive,
Москва,positive,
Москва,positive,"Круто организовали, игра хорошая, очень понравилось🥰"
Москва,positive,
Москва,positive ,
Минск,positive,"Очень крутое мероприятие, познакомились, посмеялись, расслабились. Идеальный формат для тимбилдинга."
Москва,positive,
Москва,positive,
Москва,neutral,"Было очень душно. Сам боулинг центр довольно стар,у нас сломалась жопржка минут на 15, и периодически отключаласб"
Москва,positive,
Москва,positive,
Москва,positive,"Самое лучшее развлечение летом, только кондиционера не хватало, а так большое спасибо организаторам!!!"
Москва,positive,
Москва,positive,Очень понравлюсь) Мы выиграли первое место) была отличная команда.
Москва,positive,
Москва,positive,
Москва,negative,"Из плюсов было только то, что в перекрёстке на 1ом этаже были вкусные булочки. Больше плюсов и приятных слов не будет. Закуски - пересоленные и холодные, пиво как на заправке и вообще зал не очень. По ощущениям как будто в 90-е попал. 4 часа кидать шары с посредственным пивом и всего 2 сетами закусок на 6 человек - это полная лажа. Если бы не перекрёсток - мы бы умерли от голода."
Москва,positive,"Все очень круто, но Катю лучше больше в команду"
Москва,positive,"Все супер, но было жарковато"
Москва,neutral,Не такой ужасный тц + дорожка ломалась( а в целом классно!!
Москва,positive ,"Было жарко, а так все круто 🙌"
Москва,positive,"Отличная экскурсия, очень энергичный и драйвовый гид Дмитрий. Рекомендую!"
Москва,positive ,"Организация хорошая, но площадка подпортила впечатления. Постоянно были проблемы с дорожкой.;  Еда вкусная"
Москва,negative,"1) больше цветов;  2) стулья ;  3) больше пространства рабочего;  4) нет доп материалов (если случайно что то испортил из набора);  5) и заявлено было 2 часа, провели минут за 40"
Москва,negative,
Москва,positive,
Санкт-Петербург,positive,Очень не хватает более подробных описаний всех событий
Москва,positive,"Спасибо большое, было очень круто и в плане организации и в плане еды"
Москва,positive,"Спектакль потрясающий, просто дикий восторг. Фуршет перед спектаклем, а еще и после выше всяких похвал."
Москва,positive,
Москва,positive ,
Москва,positive,
Москва,positive,"Всё сделано очень удобно и классно! Большое спасибо организаторам и всем, кто им помогает!"
Воронеж,neutral,"Нужна более чёткая организация. Горячее мы не видели,т.к. стояли 2 часа в очереди на вейки и катались по 10 минут каждый. За это время всё съели. Катание не организовано, если хочешь кататься - стой в очереди. Отошёл - очередь потерял. Инструктора по сапам просто не было на месте всё время мероприятия. ;  В целом задумка очень крутая!"
Москва,positive,"Очень понравилось, такое медитативное состояние после :) просто огонь 🔥"
Москва,positive,Все супер
Москва,positive,"Байдарки 1000/10 ;  Застали закатное время 🌅 ;  ;  Забрали от ТЦ, довезли на автобусе до водички, разминка - инструктаж, объяснили все роли сидящих в лодке + как лучше грести. ;  Место для переодевания есть, гидромешки выдают. Все для максимального комфорта! ;  ;  Когда приплыли - два вида гречки (с тушенкой и с грибами), огурчики, помидорчики, кабачковая икра, чай с травкой, разные морсики. ;  После катания - идеально 🤩😋;  ;  Спасибо огромное! ;  Великолепное мероприятие!"
Москва,neutral,"Есть моменты , которые можно скорректировать: ;  Слишком длинный маршрут и отдохнуть на воде не получилось , всю дорогу догоняли другие лодки ;  Спина очень уставала и попа затекала. ;  Так что для новичков можно предлагать лодки со спинками. ;  инструктаж очень маленький и часа полтора было не понятно что делать на воде ;  понравилось место красивое и организация трансфера"
Москва,positive,"Возможность приехать не к самому началу (ну или если она была, то написать об этом в ивенте)"
Москва,positive,Все очень круто!
Москва,positive,
Москва,positive,
Москва,positive,Было очень круто! Нам с девушкой понравилось
Москва,positive,Потрясающий концерт!
Казань,positive,
Москва,positive,
Минск,positive,"Не знаю, насколько это было про актерство, но как тимбилдинг очень здорово, большое спасибо!"
Москва,positive,
Казань,positive,"Девочки-организаторы просто прекрасные, очень милые, всегда помогали. Им хочется выразить огромное спасибо. Очень понравилось"
Москва,positive,
Москва,positive,
Казань,positive,Это было шикарно! Побольше таких мероприятий! Пожалуйста
Минск,positive,"Все было просто отлично. Мы все пришли, познакомились, и в очень уютной обстановке провели время вместе. Узнали лучше друг друга, каждый про себя рассказал что-то интересное. ;  Такие мероприятия помогают укреплению отношений среди коллег!"
Москва,positive,
Москва,positive,
Москва,positive ,"Изначально я думал, что будет гид, который расскажет про историю\настоящее (так подумал по описанию). Было бы неплохо уточнять в описании, либо ещё лучше, будь там в действительности гид)"
Москва,positive,"Всё классно, классные ребята работают в этом клубе, дружелюбные и весёлые. Но хотелось бы подольше! хотелось ещё пострелять)"
Москва,positive,
Белград,positive,"Хорошая организация, и место интересное"
Белград,positive,
Новосибирск,positive,"Спасибо за активность в термах, хочется больше подобных мероприятий"
Москва,positive,МОЖНО ПОЖАЛУЙСТА ЕЩЕ БОЛЬШЕ ТАКИХ МЕРОПРИЯТИЙ НА РАССВЕТЕ!!;  Было очень классно!!!
Москва,positive,
Москва,positive,
Москва,positive ,"Очень необычный концерт, красивая церковь, где проводился концерт;  Необычное звучание и необычный внешний вид инструментов;  Для общего развития очень интересно;  ;  Из минусов в церкви было душновато - очень жаркий день в Москве был;  И немного концерт как будто бы затянут - под конец уже немного утомляешься, и в целом по залу было заметно, что после часа немного люди стали уставать;  ;  Рекомендую всем сходить один раз, думаю, что большинству понравится;  Спасибо!"
Новосибирск,positive,"Мало людей:(;  Пришло 5 человек, маловато для мероприятия;  ;  Но огонь!"
Новосибирск,positive ,"Здорово, но людей набралось не так много - если бы разрешили +1 наверное получилось бы ещё лучше))"
Новосибирск,positive,
Москва,positive,"Это было прекрасно и камерно! ;  ;  После рабочей недели очень хорошее отвлечение внимания и концентрация на чем-то другом, прекрасном, музыкальном;  ;  Живая музыка, завораживающая ведущая, яркие экраны с переливающимися изображениями, мягкие пуфики;  ;  -----------;  ;  Пожелания: искали, где вход в Люмьер Холл( Поэтому немного опоздали на мероприятие. ;  Было бы круто, если бы коллеги из Лета Вместе стояли еще около незаметного поворота налево в сторону Люмьер Холла"
Москва,negative,"Я делаю сейчас все, чтобы не расстраиваться. Просто ужасно.;  Надеялась, что там расскажут особенности цветов, ухода и т.д.;  Но нам показали как собирать коробку. Кстати говоря, которая была НЕ шляпной, как было заявлено в описании. Это обычная дешевая переноска.;  Количество цветов это просто позор-3 штуки. Остальное это кусты малины. Никакой другой зелени не предложили. Коробка была слишком большая для такого маленького букета, она сразу начала у меня падать.;  Девочки уходили с середины мероприятия, а мы в надежде выхватывали их цветы, чтобы хоть как-то спасти свои композиции. Максимально негативные впечатления."
Санкт-Петербург,positive,"Все было прекрасно! Не знаю, вто добавить!"
Екатеринбург,positive,Все было прекрасно
Москва,positive,
Москва,positive,"Фотоэкскурсия на рассвете ✨Это что-то незабываемое. Утро, 3:00, город спит, лишь где-то вдали слышен гул проезжающего такси и пение птиц. Все замерло на мгновение. Как одни коллега сказал, смотришь на эту красоту и забываешь все тикеты. В эту минуту чувствуешь весь спектр эмоций: счастье, страх высоты, радость и лёгкую сонливость. Отдельное спасибо всем тем, кто фотографировал ✨ такие моменты нужно обязательно запечатлеть , чтобы в осенний или зимний вечер, когда солнце станет редким нашим гостем, смотреть на него хотя бы на фото; на этот огненный шар , который дарит тепло"
Москва,positive,
Екатеринбург,positive,"Для таких мероприятий ещё стоит уточнять место финиша, я почему-то думал, что мы закончим где-то в другом месте. В остальном — супер"
Екатеринбург,positive,
Екатеринбург,positive,"Сама прогулка классная;  Есть организационный момент - половина участников не пришла, хотя многие насколько знаю хотели попасть на событие. Я вот шел +1 с другим моим коллегой, хоть и яндексоид"
Санкт-Петербург,negative,
Москва,positive,
Санкт-Петербург,positive ,
Москва,positive,"Пушка,бомба, огонь! 🔥;  Очень классный мастер-класс . Атмосфера прекрасная , были на летней веранде,нам рассказали и научили как создавать колечки и браслеты. Было разнообразие в бусинках,что очень круто."
Москва,positive,"Очень понравилось, спасибо!"
Екатеринбург,positive,"было всё очень здорово, первый раз катался на лошадях.;  ;  небольшая просьба: мы разделились на 2 группы и координатор в белой футболке оказалось во второй группе. Когда понадобилось с координатором в белой футболке связаться, её номера телефона не оказалось. А в событие был только номер телефона человека в Москве. На будущее хорошо бы добавлять номер телефона координатора в белой футболке."
Москва,positive ,
Москва,positive,
Москва,positive,
Санкт-Петербург,positive ,Долго ждали опоздавших в начале. Мы им проиграли в турнире и заняли второе место)
Москва,positive,
Москва,positive,"Очень красивая и интересная выставка, экскурсовод очень классно рассказывала. ;  Хотелось бы на такого масштаба выставке больше времени на каждого художника <3"
Москва,positive,"Очень Крутая и красивая идея, хотелось бы больше посадочных мест и, с учетом времени проведения - кофейный поттер или просто растворимый кофе. ;  Одного фотографа на такое количество людей недостаточно, хотя фотограф очень приятный и веселый - у него кончалось периодически место на флеш-карте, было бы здорово организовать хотя бы 2 фотографов. ;  Куратор Диана - просто солнышко, второе на рассветной крыше, спасибо ей большое за взаимодействие со всеми. Очень хотелось бы заранее понять, как будет передаваться ссылка на фотоматериалы участникам, так как общего чата нет (или у меня не было доступа к нему). ;  Спасибо за чудесную идею и воспоминания на всю жизнь ❤️."
Москва,positive,
Москва,positive,
Москва,positive,
Санкт-Петербург,positive,
Санкт-Петербург,positive,"Привет) была очень крутая экскурсия, пожелание - дольше по времени, а то на некоторых остановках слишком мало времени("
Санкт-Петербург,positive,
Санкт-Петербург,neutral,Короткая экскурсия.;  Для полноценного изучения Кронштадта надо экскурсию на весь день с перерывом на обед
Санкт-Петербург,neutral,"Дали разряженный аудиогид :( ;  Хотелось бы, чтобы за этим повнимательнее следили"
Минск,positive,
Минск,positive,
Москва,positive,
Белград,positive ,
Белград,positive ,
Белград,positive,
Москва,positive ,
Ростов-на-Дону,positive,"Было очень классно и круто, дети просто в большом восторге"
Москва,positive,
Москва,positive,
Москва,positive ,"Грустно, что микрофоны заедали, а так очень хороший спектакль!"
Москва,positive,
Москва,positive,
Москва,neutral,"В программе была заявлена лекция и изготовление чокера и браслета, а на деле лекции не было, делали кольцо и браслет, поэтому мероприятие немного не совпало с ожиданиями"
Москва,positive,"Очень классно, суперский гид."
Москва,positive,Все экскурсии от Москва глазами инженера прекрасны! Спасибо огромное за возможность!!!
Москва,positive,Все было отлично. Очень мило что раздавали воду и солнцезащитный крем
Нижний Новгород,positive,Экскурсовод Павел - очень приятный человек
Дубай,positive ,Pretty good.
Москва,positive,У одного из героев сильно шумел микрофон
Москва,positive,
Москва,positive,
Белград,positive,
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,"Все хорошо, но если бы можно было брать +1 , то было бы идеально ❤️ потому что выходные очень хочется проводить с семьей, но и мероприятия хотя бы некоторые посещать"
Дубай,positive,"Организация отличная; само место — интересное, но не 10/10;  ;  Все детали рассказал голосом. Девочки — супер!"
Москва,positive,
Москва,positive,"Отличное мероприятие, комфортное количество человек на мастер классе, очень вкусно!"
Москва,positive ,Все хорошо!
Москва,negative,"Было очень жарко, вся прогулка была под палящим солнцем.;  Девушке стало плохо на середине пути. ;  ;  Вода только платная, по 150 рублей за 0.5 литра"
Москва,negative,"Очень жарко, вода только платная, прогулка по расстоянию была недалеко (немного за Москва-Сити и разворот). Сидения все на солнце"
Москва,positive,"Очень увлекающая экскурсия! Два часа прошли на одном дыхании. Жду следующих экскурсий в коллабе с ;Москва глазами инженера;"
Москва,positive,
Москва,positive,"В целом, тут главный вопрос ко мне: я не обратила достаточно внимания, что в описании указано направление Москва-Сити, а не Лужники. В прошлом году было более выигрышное направление;  ;  ;Взглянем по новому на историю...; действительно не предполагает какого-то сопроводительного рассказа об истории. Тут тоже немного разочаровалась: кроме Сити и Жилого комплекса особенно не на что было смотреть.;  ;  В целом же формат прогулок на катамаране меня радует: солнечный день, водичка, легкий ветер в лицо;  ;  Спасибо!"
Москва,positive,Все супер
Москва,negative,"Мероприятие не соответствует описанию, похоже на обман со стороны тех, кто его проводил. ;  ;  Описание: Начнём с лекции об истории жемчуга и моде на него, а также о великих женщинах, любивших его. Во второй части встречи каждый участник сделает себе актуальное украшение с жемчугом — браслет или чокер-колье.;  ;  Реальность: лекцией даже не пахло, жемчугом тоже. Организаторы сказали, что мы будем работать с искусственным жемчугом. По факту это просто бисер. Но его так мало, что сделать чокер-колье, как заявлено в описании, коллегам не разрешили. Сказали, что если кто-то будет делать колье, то закончатся материалы. По факту материалы закончились видимо до того, как мы пришли. Бисера было прям совсем мало, я не смогла найти только 12 зелёных бусинок, чтобы воплотить хоть какой-то дизайн. Работа организатора (я именно про тех, кто проводил МК) заключалась в том, чтобы сказать, что нужно взять леску, надеть на неё бусины и закрепить застёжку. Но зато организаторы очень активно продавали напитки. На корпоративах в офисах плетение из бисера гораздо более увлекательное, у нас хотя бы выбор бусинок большой;  ;  Слышала от коллег, что были на МК по флористике в этом же месте, им дали пару цветочков, были недовольны. С МК в «доме Липы» и рядом не стоит, отмывание денег какое-то"
Москва,positive,
Москва,positive,"2 часа на одном дыхании!;  Иван потрясающе информативно провел по этапам становления высоких зданий в Москве, приправив байками и дисклеймерами;  ;  Очень порадовали сырники и пицца. Сразу появилась домашняя атмосфера, будто пришла к друзьям"
